name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
ABMarkov2_95_1_15,95,1,15,816,228,3204,39201,109,0,0,199,9325,150660,58600,18046,22795,0,575,1450,37673,532618,1080913,10836,1204,20223,700036,636838,120373,293545,261413,69229,8203,346654,7076707,77247433,9290279,51918,16205,2571,135030,3143653,45986170,70231409,33612744,444724,910,48395,1299840,21048816,33980340,18903796,3414074,
ABMarkov2_95_1_70,95,1,70,816,228,3204,39201,109,0,0,199,9325,150660,58600,18046,22795,0,24,1446,37673,532618,1080913,10836,1204,3,219,6363,113745,293545,261413,69229,0,22,971,20669,55852,51918,16205,0,3,143,3476,9852,9380,3159,0,0,5,295,1040,1217,442,
ABMarkov2_95_1_95,95,1,95,3,133,3204,39201,109,0,0,0,6,228,4521,18046,22795,0,0,0,8,283,1497,2361,1204,0,0,0,6,74,192,117,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_5_15,95,5,15,4,1,0,23,0,0,0,0,1,540,172,1,16,0,3,0,2,66,2410,19,0,18,3653,4161,43,27,40,151,2,151,5203,244758,64888,8,3,0,26,1082,21659,51381,105268,2913,0,10,434,8970,16993,10945,2694,
ABMarkov2_95_5_70,95,5,70,4,1,0,23,0,0,0,0,1,540,172,1,16,0,0,0,2,66,2410,19,0,0,0,0,7,27,40,151,0,0,0,2,7,8,3,0,0,0,1,3,3,1,0,0,0,0,0,0,0,
ABMarkov2_95_5_95,95,5,95,0,0,0,23,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_10_15,95,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24,17,0,0,0,0,0,5,187,3718,382,0,0,0,2,81,1468,2847,2066,26,0,1,43,857,1555,914,176,
ABMarkov2_95_10_70,95,10,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_10_95,95,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_15_15,95,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,4,130,1723,130,0,0,0,2,72,1158,2039,1134,4,0,1,40,739,1276,694,118,
ABMarkov2_95_15_70,95,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_15_95,95,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_20_15,95,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,104,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,
ABMarkov2_95_20_70,95,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_20_95,95,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_50_15,95,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_50_70,95,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_50_95,95,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_500_15,95,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_500_70,95,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov2_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
