name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
AFMarkov2_90_15_95,90,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1,0,0,0,0,0,0,7,6079,7,0,0,0,0,0,0,131,1796,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,
AFMarkov2_90_20_15,90,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,0,0,0,0,0,187,102,5234,7,0,0,50,299,20,10936,741,1408,0,1,175,21190,39681,173,3835,105,0,3,233,26676,226247,17173,9,
AFMarkov2_90_20_70,90,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,0,0,0,0,0,187,102,5234,7,0,0,0,0,4,10936,741,1408,0,0,0,0,1,44,3835,105,0,0,0,0,0,0,1,
AFMarkov2_90_20_95,90,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,5234,7,0,0,0,0,0,0,2,1408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AFMarkov2_90_50_15,90,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,388,5,0,0,0,1,0,8,38,151,0,0,0,0,31,1,5,5,0,0,0,0,0,10,0,
AFMarkov2_90_50_70,90,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,388,5,0,0,0,0,0,8,38,151,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,
AFMarkov2_90_50_95,90,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,388,5,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_90_500_15,90,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_90_500_70,90,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_90_500_95,90,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_95_1_15,95,1,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7475,9062,49,0,0,0,0,33477,304206,2224798,833273,108,0,0,84208,398142,13900669,36084018,21363655,427978,0,216611,10882407,35053483,61863516,150844937,16435811,1174169,63147,4171680,131896403,2046872222,409614378,25075281,7218458,
AFMarkov2_95_1_70,95,1,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7475,9062,49,0,0,0,0,33477,304206,2224798,833273,108,0,0,3661,373862,13900669,36084018,21363655,427978,0,211,29162,1681838,58705202,150844935,16435811,1174169,10,1763,129230,5303525,19669611,24049353,7218458,
AFMarkov2_95_1_95,95,1,95,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7393,9062,49,0,0,0,0,326,58394,2203648,833273,108,0,0,1,1159,125242,7078748,21220039,427978,0,0,11,2325,184135,1334641,3098824,1162274,0,0,27,3554,29321,77518,64984,
AFMarkov2_95_5_15,95,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,112,110,0,0,0,0,0,304,3675,23107,8630,1,0,0,1446,732,99641,321238,176437,5445,0,611,102015,515471,108117,1000595,158915,9896,117,8514,365971,17847498,5717163,42340,48220,
AFMarkov2_95_5_70,95,5,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,112,110,0,0,0,0,0,304,3675,23107,8630,1,0,0,2,376,99641,321238,176437,5445,0,0,22,1527,64361,1000593,158915,9896,0,5,223,6231,20659,27643,48220,
AFMarkov2_95_5_95,95,5,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,112,110,0,0,0,0,0,0,5,23011,8630,1,0,0,0,0,0,319,175754,5445,0,0,0,0,0,2,194,9848,0,0,0,0,0,0,0,
AFMarkov2_95_10_15,95,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,92,203,73,0,0,0,79,121,2415,5402,990,43,0,77,5175,28319,12080,23525,2504,48,20,1266,42839,921973,300426,4879,1093,
AFMarkov2_95_10_70,95,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,92,203,73,0,0,0,1,54,2415,5402,990,43,0,0,6,254,6297,23523,2504,48,0,2,72,1370,2913,2515,1093,
AFMarkov2_95_10_95,95,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,201,73,0,0,0,0,0,0,0,962,43,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,
AFMarkov2_95_15_15,95,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,27,0,40,0,0,0,34,48,144,1241,20,17,0,41,2074,13508,4888,1350,475,1,15,763,21433,351331,138505,1925,38,
AFMarkov2_95_15_70,95,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,27,0,40,0,0,0,0,0,144,1241,20,17,0,0,0,0,72,1348,475,1,0,0,0,1,6,26,38,
AFMarkov2_95_15_95,95,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AFMarkov2_95_20_15,95,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,40,0,0,0,21,47,4,849,12,17,0,1,175,9310,4652,46,292,1,0,3,233,26676,97276,1755,1,
AFMarkov2_95_20_70,95,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,40,0,0,0,0,0,4,849,12,17,0,0,0,0,1,44,292,1,0,0,0,0,0,0,1,
AFMarkov2_95_20_95,95,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AFMarkov2_95_50_15,95,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_95_50_70,95,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_95_50_95,95,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_95_500_15,95,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_95_500_70,95,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov2_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
