name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
AFMarkov3_90_15_15,90,15,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,45,1016,232,0,0,0,0,0,1519,2184,35233,464,0,0,137,944,213,65659,7734,8401,25,31,2127,57186,87752,1783,20056,374,8,552,17949,383659,583419,30568,78,
AFMarkov3_90_15_70,90,15,70,0,0,0,0,0,0,0,8,0,0,0,0,0,0,45,1016,232,0,0,0,0,0,1519,2184,35233,464,0,0,0,0,188,65659,7734,8401,25,0,0,0,27,1693,20056,374,0,0,0,0,3,15,71,
AFMarkov3_90_15_95,90,15,95,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1016,232,0,0,0,0,0,0,246,35230,464,0,0,0,0,0,0,1241,8401,25,0,0,0,0,0,0,17,0,0,0,0,0,0,0,
AFMarkov3_90_20_15,90,20,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,44,843,232,0,0,0,0,0,916,1939,28107,460,0,0,37,844,33,34928,6424,6475,25,0,140,18685,76266,171,8241,335,0,0,134,29351,187977,25666,11,
AFMarkov3_90_20_70,90,20,70,0,0,0,0,0,0,0,8,0,0,0,0,0,0,44,843,232,0,0,0,0,0,916,1939,28107,460,0,0,0,0,9,34928,6424,6475,25,0,0,0,0,87,8241,335,0,0,0,0,0,0,4,
AFMarkov3_90_20_95,90,20,95,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,843,232,0,0,0,0,0,0,32,28104,460,0,0,0,0,0,0,194,6475,25,0,0,0,0,0,0,15,0,0,0,0,0,0,0,
AFMarkov3_90_50_15,90,50,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,109,220,0,0,0,0,0,7,795,3208,438,0,0,0,6,1,181,1918,680,25,0,0,0,317,6,40,102,0,0,0,0,0,65,4,
AFMarkov3_90_50_70,90,50,70,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,109,220,0,0,0,0,0,7,795,3208,438,0,0,0,0,0,181,1918,680,25,0,0,0,0,0,40,102,0,0,0,0,0,0,0,
AFMarkov3_90_50_95,90,50,95,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,108,220,0,0,0,0,0,0,0,3204,438,0,0,0,0,0,0,0,680,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_90_500_15,90,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_90_500_70,90,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_90_500_95,90,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_1_15,95,1,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6238,6138,80,0,0,0,0,31450,338547,2103593,671074,337,0,0,94010,401864,13216307,43370244,20913208,291525,0,221171,10133561,42054463,62594230,142656367,18442922,1046804,65391,4313001,133850742,1921237516,489438002,25654217,6801906,
AFMarkov3_95_1_70,95,1,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6238,6138,80,0,0,0,0,31441,338547,2103593,671074,337,0,0,3960,395661,13215888,43370244,20913208,291525,0,269,33045,1841423,62004336,142654878,18442922,1046804,23,2579,155615,5950724,21394617,25400784,6801800,
AFMarkov3_95_1_95,95,1,95,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6197,6134,80,0,0,0,0,311,62833,2096618,671046,337,0,0,6,1388,141944,7764103,20879316,291525,0,0,22,3060,217888,1510331,3362541,1045758,0,0,65,5364,36804,89986,73315,
AFMarkov3_95_5_15,95,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,331,1,0,0,0,0,343,6754,26999,20927,6,0,0,2278,831,118178,639608,220168,8122,0,774,106244,860850,93583,1090963,240274,7997,126,9234,415988,17962825,8859801,39697,47836,
AFMarkov3_95_5_70,95,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,331,1,0,0,0,0,343,6754,26999,20927,6,0,0,7,580,118170,639608,220168,8122,0,0,22,1513,76848,1090942,240274,7997,0,2,136,5100,18905,32472,47830,
AFMarkov3_95_5_95,95,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,331,1,0,0,0,0,0,22,26831,20927,6,0,0,0,0,2,1967,219631,8122,0,0,0,0,1,7,869,7984,0,0,0,0,0,0,0,
AFMarkov3_95_10_15,95,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,0,0,0,0,4,284,568,1882,0,0,0,87,53,1972,11781,2933,433,0,73,4853,31110,6592,16833,4060,47,15,1114,40497,844567,334980,2440,681,
AFMarkov3_95_10_70,95,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,0,0,0,0,4,284,568,1882,0,0,0,0,11,1972,11781,2933,433,0,0,0,34,2253,16831,4060,47,0,0,0,75,406,794,681,
AFMarkov3_95_10_95,95,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,564,1882,0,0,0,0,0,0,0,2916,433,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,
AFMarkov3_95_15_15,95,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,165,34,1565,0,0,0,33,30,51,3933,143,326,0,31,1511,11398,3921,560,1555,0,8,552,17911,284765,126245,1549,19,
AFMarkov3_95_15_70,95,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,165,34,1565,0,0,0,0,0,51,3933,143,326,0,0,0,0,27,558,1555,0,0,0,0,0,3,15,19,
AFMarkov3_95_15_95,95,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,31,1565,0,0,0,0,0,0,0,126,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_20_15,95,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,164,15,1562,0,0,0,24,30,5,3775,80,326,0,0,130,7585,3885,47,1490,0,0,0,134,26220,80060,1529,1,
AFMarkov3_95_20_70,95,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,164,15,1562,0,0,0,0,0,5,3775,80,326,0,0,0,0,0,45,1490,0,0,0,0,0,0,0,1,
AFMarkov3_95_20_95,95,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,12,1562,0,0,0,0,0,0,0,63,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_50_15,95,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_50_70,95,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_50_95,95,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_500_15,95,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_500_70,95,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AFMarkov3_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
