name,C,F,T,k6s1,k6s2,k6s4,k6s8,k6s16,k6s32,k6s64,k7s1,k7s2,k7s4,k7s8,k7s16,k7s32,k7s64,k8s1,k8s2,k8s4,k8s8,k8s16,k8s32,k8s64,k9s1,k9s2,k9s4,k9s8,k9s16,k9s32,k9s64,k10s1,k10s2,k10s4,k10s8,k10s16,k10s32,k10s64,k11s1,k11s2,k11s4,k11s8,k11s16,k11s32,k11s64,k12s1,k12s2,k12s4,k12s8,k12s16,k12s32,k12s64
ABMarkov3_95_1_15,95,1,15,857,187,3776,42060,0,0,0,210,9595,147803,64666,21103,24773,0,158,1606,39999,555497,1085281,5234,1452,20671,681227,562063,119575,307251,270664,68748,8375,356145,7191427,76869180,9337127,52726,16730,2726,140895,3260346,47224127,71426301,33408531,398987,944,50644,1348935,21757380,34952120,19335698,3467327,
ABMarkov3_95_1_70,95,1,70,857,187,3776,42060,0,0,0,210,9595,147803,64666,21103,24773,0,30,1600,39999,555497,1085281,5234,1452,3,217,6578,118897,307251,270664,68748,0,19,880,19760,54680,52726,16730,0,1,88,2843,8428,8720,3115,0,0,13,412,1204,1237,438,
ABMarkov3_95_1_95,95,1,95,2,152,3775,42060,0,0,0,0,4,249,5365,21103,24773,0,0,0,9,375,1920,3019,1452,0,0,0,14,109,229,133,0,0,0,1,6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_5_15,95,5,15,3,1,1,34,0,0,0,0,3,392,395,0,26,0,1,0,2,56,2075,17,0,21,3836,6190,3,11,22,141,3,182,5954,271406,87935,2,1,0,31,1191,23425,56558,114917,3828,0,10,450,9131,17275,11104,2829,
ABMarkov3_95_5_70,95,5,70,3,1,1,34,0,0,0,0,3,392,395,0,26,0,0,0,2,56,2075,17,0,0,0,0,2,11,22,141,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_5_95,95,5,95,0,0,0,34,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_10_15,95,10,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,30,56,0,0,0,0,0,5,187,4297,756,0,0,0,1,42,870,1903,1829,37,0,0,5,187,440,344,87,
ABMarkov3_95_10_70,95,10,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_10_95,95,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_15_15,95,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,10,466,107,0,0,0,0,0,23,82,136,1,0,0,0,6,18,18,6,
ABMarkov3_95_15_70,95,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_15_95,95,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_20_15,95,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
ABMarkov3_95_20_70,95,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_20_95,95,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_50_15,95,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_50_70,95,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_50_95,95,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_500_15,95,500,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_500_70,95,500,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABMarkov3_95_500_95,95,500,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
